MSE,MAE
0.0006231475729964168,0.019946914762231857
0.0005977822765635156,0.019905214235956772
0.00042595732859012134,0.01688393533173961
0.0004991727006228795,0.018073060793087188
0.0005406928948643374,0.017963659727460373
0.0004844561942152372,0.01728017754617582
0.0004841732920955918,0.017510823865872802
0.000629476412112842,0.019936691870977977
0.0005684754788264027,0.01976482316128173
0.0007426950828520169,0.02293522626827563
0.0007163528608525281,0.02119261694601082
0.0005363780356868861,0.01723147899938267
0.00038581924357116007,0.015126624523881712
0.00042661437044865143,0.017166942868855478
0.00039748969215394755,0.01628823887995891
0.00045197686629031453,0.0165429635547999
0.0004846503070992663,0.017009148685310935
0.0007195952428972631,0.02036517655003921
0.0005748635341290914,0.01774972609019331
0.0006219296050630485,0.018358809034190626
0.000664358190625603,0.019921231983984187
0.0006964348960855708,0.020376546478352447
0.0007845923568800135,0.02310740032977186
0.000843872408324596,0.024222037621187877
0.0007776535579296019,0.021727456182199085
0.0007069245938730263,0.019793737953495587
0.0006403583630832085,0.020255460652854815
0.0009048790849098,0.02316685515248335
0.0008852463487688546,0.024048444283912136
0.0008824383450593142,0.024603872016835823
0.0006391558799796709,0.020992943541913393
0.0005723837966435296,0.019282367852477507
0.0008462028447302676,0.023676177981955784
0.0008681682419101447,0.02541759224185792
0.0008038023743663082,0.0220580090830005
0.0003811035533887095,0.014796773258770947
0.0003418949691952237,0.01355854652836542
0.0005016126991135197,0.017968270865929715
0.000661508131605393,0.021126950435528702
0.0006569435218982202,0.020545620349940313
0.0008209397598673263,0.022960015736825424
0.0005047126440267177,0.018086320759564196
0.000601345380133181,0.021290917812168544
0.0005346030838989003,0.01895530844622311
0.0006015017698358133,0.019851978112459794
0.0008425269678333396,0.023423683927185898
0.0008138865157620609,0.02179933643113338
0.0005900756263438217,0.01873241100357559
0.00032629901100925693,0.013517367276904007
0.0005054735533843971,0.016829622159828608
0.000543580119956651,0.017412675136870073
0.0008118144279400104,0.022199234529867162
0.0006383732246216436,0.020910048835630936
0.0008181383199886053,0.023612351510019645
0.0008073065101516843,0.022749958743228216
0.0007379945839606411,0.02303223821248533
0.000824297821633386,0.022205531220459665
0.0005637057092259889,0.01885814087909205
0.0007161115797536008,0.019854858052245544
0.0007863449186795451,0.02113338416858351
0.0008175981008397376,0.022360652427977898
0.0005174101235086064,0.016931452397574955
0.0005403205574846444,0.015916840447600097
0.0006164453720151471,0.020264317800057267
0.0007449041440326579,0.02235885418111485
0.0004525413421322713,0.01699398782051985
0.0005938919350011564,0.01959642760601081
0.0006459810763136908,0.019451947157633747
0.0008069548694841867,0.022776191343240288
0.0008140767188160803,0.021831716774151952
0.0005616525960998801,0.01761547226607422
0.0006388226003120232,0.02059569138726968
0.0006026746271032642,0.01894178825983998
0.0006095269416659702,0.017986919469599866
0.0006847084285401087,0.01909905246541013
0.000701758872786657,0.020343717739708764
0.0007199444187451463,0.021273997859334013
0.0004947101381295071,0.017711694552569806
0.001088012692816801,0.022238941505393524
0.001595459734172969,0.030868553099742846
0.0015462388409195431,0.029913636171381746
0.002006490074073447,0.028342098992097314
0.0018304463226972469,0.027369907002690035
0.0007276702294989382,0.021917609220746512
0.0005902322000855789,0.019589236325685058
0.0005585826406768517,0.019949878184139087
0.0006903258692265439,0.021788705737759206
0.0007936169532066395,0.024334605951409155
0.0007071921359293921,0.020471877104074547
0.000911104073594888,0.025152018920072277
0.0006060024823621215,0.02032296020069734
0.0009120197243191649,0.025490443703555177
0.000743886376155981,0.021895691868785816
0.0007887098997055562,0.024010771270858267
0.0007466817814302374,0.02309697162207769
0.000993921661373746,0.02646416337069941
0.0005360089514911511,0.019937987871128597
0.000567249232646523,0.019023974355800014
0.0006532671481649915,0.019950341277448134
0.0007472621530806514,0.02291151743005388
0.0008942351049845874,0.025109540726746694
0.000493944106175058,0.018624140414588944
0.0004229403696654016,0.016895945254919817
0.00040629374533484154,0.015927052312050508
0.00046615533356540517,0.016438817127699748
0.000658328461284971,0.02033328293217233
0.0006783356365626638,0.020437511099949283
0.0007177251442392721,0.022903661685869037
0.0005569128070481299,0.01893827313040922
0.0006587009678929196,0.022427063752664123
0.0006290805790576961,0.021295148654142733
0.0008057011918455041,0.0234630197737572
0.0007191667494080211,0.020934966735135233
0.0006097061102519451,0.01802768521141146
0.0006428889221079514,0.02083067929771785
0.0006953794056496408,0.020407490726703444
0.000751364486220581,0.023296358588579733
0.000593812783180695,0.018663710782235596
0.0018023918815414826,0.025610651699704532
0.0019515807616538251,0.02885482289798707
0.0011319847349847327,0.026594218126698876
0.000796161235532191,0.0228489454027455
0.0008162840194956128,0.022056129951587074
0.0011251448163697403,0.025726618982169127
0.0012890903138868459,0.02795290361513285
0.0010998937460845156,0.02509188212466317
0.0008546387870734557,0.02284591042243074
0.001577722946321939,0.033290492772968555
0.0012586370868872935,0.030084916324302553
0.0011895802840788717,0.027544339760467874
0.001076137456125805,0.026672247192940295
0.0015252828301120542,0.032756578573778374
0.0014140304776471514,0.03132656403291399
0.0014138734337711,0.03185648919050441
0.0011782211270654026,0.028126265891855684
0.0013184085572339203,0.02936776754495542
0.0016330926682582366,0.03316460872856325
0.0020234109826446287,0.036418317376980924
0.0020968387627722427,0.034743873366148786
0.0019685779091168755,0.029549225081555545
0.0018672625737495866,0.02759653336953097
0.0017873453649244276,0.0276946933601673
0.0018871396370934484,0.02953382449773085
0.00198773423256961,0.03041745542979439
0.0017948074789775862,0.030034442568219022
0.0014256985026661938,0.029407635759702663
0.001045455399590862,0.02728683990476581
0.0005853402839218262,0.01938828691876793
0.0007348092756031549,0.022896532725408685
0.0008698353539656116,0.023419957036699073
0.0006947801299404155,0.021498984088543716
0.0008519822846700061,0.023188353195223103
0.0008291765153868384,0.02282697881824608
0.0007019857079437926,0.021491142784044376
0.0006948919781156392,0.021417524683234677
0.0007162348588253011,0.021488896920423686
0.0012195272082296746,0.023068336818648578
0.0037976804140247514,0.03850814008693755
0.004330558767161218,0.04229507540126206
0.004622873386314048,0.047532591169799666
0.0036429460247993867,0.04066452259995332
0.0037516153719974136,0.041054082359900344
0.0026682926676650565,0.034571957046846395
0.00464674223933198,0.0433781429070081
0.006643780044535135,0.04614044718963263
0.0094335736068623,0.05585737542594671
0.010440174764338749,0.06139943561423738
0.009766721283553654,0.058255248948740346
0.009206872772561048,0.06167423093982586
0.008535658265585278,0.05229336420025403
0.007849518494871931,0.0439637235709162
0.008285980631854414,0.04941153065568956
0.009490842764034557,0.055891053048517075
0.009690976464149336,0.05332894232927571
0.008818623603746866,0.05146599755650432
0.009653545293244753,0.05388694898128611
0.010750082636818927,0.05693093639754549
0.01099649906355881,0.05918902963482284
0.009979453286461836,0.05623259704909768
0.010283876351635239,0.055783317140867185
0.009738822670347274,0.05549222405136256
0.009228041210890844,0.05503033003752253
0.008833398739304702,0.05255003030370137
0.009470207498536701,0.05699750011291945
0.009857014569898613,0.05591417125017428
0.010467672781645947,0.0555412293130469
0.0102545071548985,0.05646487419839408
0.010952775757327818,0.05968863158760545
0.01073395371223974,0.05938916541016429
0.011543875449561425,0.06088805025542924
0.010548274761214099,0.05797507921719817
0.010988691180587018,0.058542714246787114
0.010330769187078627,0.05447244570206392
0.010451062623561703,0.05662742301731649
0.009947578712448729,0.05203502242928993
0.010903178149003556,0.061549982439063435
0.010331495809026982,0.05683579960315699
0.01115907070714659,0.058010708556163935
0.01059370314813144,0.05654021922290961
0.009376400774419374,0.052049848704299094
0.008676505978993219,0.04872002465736859
0.00814726869766088,0.0487696524567482
0.008635580531094523,0.05154596073910775
0.00871245564926106,0.05077136706803287
0.009733440925936981,0.05677827226702233
0.00935176769550297,0.05332712245970003
0.0093105664130739,0.05562778221419489
0.00908146328410186,0.055439930175098365
0.009866283905294196,0.056648528107358986
0.009396018552092029,0.053688958415327025
0.009972463539062707,0.05531577387285935
0.011152664893615159,0.05962312792263144
0.011795315474211783,0.06379749297253923
0.011022716503756242,0.06594788046558706
0.008298765006977505,0.060539439157726464
0.008308242076273432,0.06046156531474413
0.007263464282584162,0.05546918866459649
0.007392832747923728,0.059183797468444904
0.008098803450920756,0.06035340696892398
0.008096971976959017,0.05794626120598492
0.010331604731412886,0.063549235241495
0.011580599103962735,0.06915303042102477
0.010599683224599053,0.059895231807357036
0.008599961921688291,0.057012610066058816
0.00845991019360043,0.05688619926808623
0.009829260534642177,0.066329912591773
0.009087873127712493,0.060621012108691835
0.008336192523407674,0.061249716882553124
0.009779015874280097,0.06554432271611699
0.008251342810032357,0.05887222186201725
0.008558778110286307,0.06122175034059412
0.007804422326515015,0.056963087130353376
0.008722036136373441,0.05880174990404387
0.008268327647364656,0.05520491064317442
0.008776014614147483,0.05869799438954312
0.010167424021698752,0.0634204380262508
0.010087269339413613,0.06231746613223965
0.00946111198586316,0.06162381314669009
0.008990213535182314,0.06040391987989227
0.009195570856242055,0.0626613612583375
0.009109058225585574,0.05870877216229688
0.010342206044676013,0.0601621700042004
0.009539976901482033,0.06066367977737132
0.009267271374684437,0.06325762481678841
0.009754929171004161,0.06660458866680831
0.00884761334605865,0.06229752187545323
0.008610010172048767,0.060732273364242424
0.008605751958541196,0.06055579532420763
0.00950239391319696,0.06609063340610075
0.00977733609140019,0.06686285167454847
0.0091465836260718,0.06365160859569705
0.009526115776544967,0.06492848651802606
0.008340408844325617,0.05992860425778737
0.008226567447318431,0.05681697486820492
0.007795711084851397,0.0561651944666631
0.008650747544694264,0.056173641488725466
0.009542793701410387,0.05927411405524568
0.010494796668181157,0.05905143746522157
0.011226177744988885,0.06496812397530838
0.011020336842604323,0.0630992228413177
0.012211147957294595,0.0685926477445954
0.010421267878770252,0.06001214532369218
0.011190130941178001,0.06149331632422266
0.010694491585271554,0.061150090498729465
0.012035204594790384,0.06544677904864872
0.013087749319964643,0.07159821171182926
0.01182096702177515,0.06371878662610965
0.011587246377363051,0.0610830618951025
0.010525455421511157,0.05489187579325081
0.01026939052136519,0.05846499762221751
0.010210510127092043,0.05823352979597799
0.012391052428146547,0.06912285472959487
0.011635982407655779,0.06570842528606342
0.012325259696155052,0.06603293595498888
0.010947108433386135,0.06013749783412654
0.011317762808620097,0.05968561752392016
0.011121336398674166,0.061005143457668796
0.011069788581426387,0.06164379188391876
0.011000646806413002,0.05927509809235319
0.01287208139105171,0.06731142731418366
0.012645228221253819,0.06619098678921206
0.012497122137027632,0.0644816973541332
0.012098405639521982,0.06312026044020219
0.011392475793091371,0.06115344886340083
0.01110853586165489,0.0562594500573782
0.010938425168990067,0.06170380349956274
0.010432245744795185,0.05634609397742003
0.010801752769434531,0.05925047660768455
0.009288189768058588,0.055142379620602755
0.008389645250784608,0.05209642259689644
0.00938749346520654,0.059596864752158085
0.010903447822473275,0.06378863630918895
0.010847546416832615,0.06216114355415024
0.010637212098241804,0.06519625325215057
0.010822338666176868,0.06282508723651967
0.009223907706624249,0.05674608190961736
0.009576339837379468,0.05930099232469413
0.011063332894637313,0.06362904570581301
0.009665374111958431,0.05749769873769285
0.009388408179620394,0.05838452986818418
0.007701993583893216,0.05610346429419128
0.008287346894368212,0.05904967489513687
0.00839356433585217,0.06019758577520726
0.00785802857663892,0.05843437223633664
0.00850547636507503,0.058960758094827447
0.008191951664979857,0.054076856625291124
0.00816106251159521,0.05501209241362333
0.007423903798549674,0.05538730424624799
0.008011932936449149,0.056560172055747544
0.008587272799578969,0.059370130633250064
0.009159268043028438,0.05915873007830008
0.009927397726664898,0.06115097001891918
0.010596495654956987,0.0633421080249937
0.011422863200639661,0.06598711956784131
0.01041422349524361,0.06508064893151062
0.009343231948845664,0.0599756665234267
0.009739374550457288,0.06046199809805738
0.008645128694512637,0.06007737734799935
0.009574509637739982,0.06156160374606386
0.010804891641320416,0.0671205232559181
0.011314787366277062,0.07014677398258204
0.01048652261239686,0.06573370816190854
0.008692900553924719,0.05767633086670508
0.009507398983667684,0.06412863692158705
0.010800178158569502,0.06902209166035506
0.010197270626351652,0.06250112123702788
0.00889846201996457,0.06131748821116037
0.00796739199189098,0.05502915375923326
0.008961823061491408,0.06263889252468562
0.009848202803013214,0.06446837495531592
0.010031047743181483,0.06536188844736474
0.009856952324157627,0.06571353726353026
0.01010329009039006,0.0654045127481959
0.011187560385976028,0.0692303860833616
0.010790376249559638,0.0681481282398513
0.010740449066914298,0.06800679798366313
0.011018877819160526,0.07076702053359794
0.011155398232720038,0.0713797282997616
0.010751873047943058,0.06735473858545078
0.011410087024386475,0.07089471180030214
0.013048125473588636,0.0767547204850418
0.012605021319809501,0.07517376988375363
0.01142416626036862,0.07052816919062542
0.010303385671809521,0.06636880119851538
0.010745806427206522,0.06713706221805638
